"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","4","vedova/o","2020","2020",622,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","3","divorziata/o","2020","2020",34,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","99","totale","2020","2020",2982,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","1","nubile/celibe","2020","2020",219,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","99","totale","2020","2020",6215,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","1","nubile/celibe","2020","2020",210,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","3","divorziata/o","2020","2020",55,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","1","nubile/celibe","2020","2020",1460,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","4","vedova/o","2020","2020",1186,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","99","totale","2020","2020",22483,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","99","totale","2020","2020",1872,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","3","divorziata/o","2020","2020",33,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","4","vedova/o","2020","2020",43,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","1","nubile/celibe","2020","2020",59,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","4","vedova/o","2020","2020",105,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","99","totale","2020","2020",8396,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","3","divorziata/o","2020","2020",159,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","99","totale","2020","2020",4399,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","3","divorziata/o","2020","2020",39,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","99","totale","2020","2020",2177,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","3","divorziata/o","2020","2020",75,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","99","totale","2020","2020",1967,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","99","totale","2020","2020",3233,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","3","divorziata/o","2020","2020",41,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","2","coniugata/o","2020","2020",789,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","1","nubile/celibe","2020","2020",57,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","99","totale","2020","2020",916,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","2","coniugata/o","2020","2020",3524,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","4","vedova/o","2020","2020",160,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","1","nubile/celibe","2020","2020",304,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","2","coniugata/o","2020","2020",1392,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","3","divorziata/o","2020","2020",18,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","4","vedova/o","2020","2020",49,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","99","totale","2020","2020",986,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","3","divorziata/o","2020","2020",17,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","99","totale","2020","2020",11735,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","3","divorziata/o","2020","2020",17,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","2","coniugata/o","2020","2020",4565,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","2","coniugata/o","2020","2020",656,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","1","nubile/celibe","2020","2020",231,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","1","nubile/celibe","2020","2020",94,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","1","nubile/celibe","2020","2020",52,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","4","vedova/o","2020","2020",3299,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","4","vedova/o","2020","2020",176,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","1","nubile/celibe","2020","2020",152,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","1","nubile/celibe","2020","2020",791,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","2","coniugata/o","2020","2020",1687,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y71","71 anni","3","divorziata/o","2020","2020",93,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","2","coniugata/o","2020","2020",9370,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","3","divorziata/o","2020","2020",397,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","1","nubile/celibe","2020","2020",633,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","2","coniugata/o","2020","2020",9040,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","3","divorziata/o","2020","2020",176,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","4","vedova/o","2020","2020",562,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","99","totale","2020","2020",10411,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","1","nubile/celibe","2020","2020",744,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","2","coniugata/o","2020","2020",6884,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","3","divorziata/o","2020","2020",212,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","4","vedova/o","2020","2020",3457,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","99","totale","2020","2020",11297,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","1","nubile/celibe","2020","2020",1377,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","2","coniugata/o","2020","2020",15924,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","3","divorziata/o","2020","2020",388,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","4","vedova/o","2020","2020",4019,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","99","totale","2020","2020",21708,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","1","nubile/celibe","2020","2020",207,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","2","coniugata/o","2020","2020",3362,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","3","divorziata/o","2020","2020",66,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","4","vedova/o","2020","2020",216,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","99","totale","2020","2020",3851,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","1","nubile/celibe","2020","2020",283,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","2","coniugata/o","2020","2020",2595,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","3","divorziata/o","2020","2020",91,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","4","vedova/o","2020","2020",1267,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","99","totale","2020","2020",4236,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","1","nubile/celibe","2020","2020",490,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","2","coniugata/o","2020","2020",5957,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","3","divorziata/o","2020","2020",157,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","4","vedova/o","2020","2020",1483,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","99","totale","2020","2020",8087,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","1","nubile/celibe","2020","2020",36,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","2","coniugata/o","2020","2020",737,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","3","divorziata/o","2020","2020",12,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","4","vedova/o","2020","2020",46,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","99","totale","2020","2020",831,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","1","nubile/celibe","2020","2020",61,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","2","coniugata/o","2020","2020",587,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","3","divorziata/o","2020","2020",12,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","4","vedova/o","2020","2020",278,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","99","totale","2020","2020",938,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","1","nubile/celibe","2020","2020",97,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","2","coniugata/o","2020","2020",1324,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","3","divorziata/o","2020","2020",24,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","4","vedova/o","2020","2020",324,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","99","totale","2020","2020",1769,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","1","nubile/celibe","2020","2020",117,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","2","coniugata/o","2020","2020",1689,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","3","divorziata/o","2020","2020",39,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","4","vedova/o","2020","2020",102,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","99","totale","2020","2020",1947,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","1","nubile/celibe","2020","2020",138,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","2","coniugata/o","2020","2020",1253,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","3","divorziata/o","2020","2020",37,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","4","vedova/o","2020","2020",627,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","99","totale","2020","2020",2055,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","1","nubile/celibe","2020","2020",255,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","2","coniugata/o","2020","2020",2942,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","3","divorziata/o","2020","2020",76,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","4","vedova/o","2020","2020",729,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","99","totale","2020","2020",4002,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","1","nubile/celibe","2020","2020",66,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","2","coniugata/o","2020","2020",766,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","3","divorziata/o","2020","2020",11,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","4","vedova/o","2020","2020",45,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","99","totale","2020","2020",888,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","1","nubile/celibe","2020","2020",61,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","2","coniugata/o","2020","2020",515,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","3","divorziata/o","2020","2020",11,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","4","vedova/o","2020","2020",270,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","99","totale","2020","2020",857,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","1","nubile/celibe","2020","2020",127,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","2","coniugata/o","2020","2020",1281,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","3","divorziata/o","2020","2020",22,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","4","vedova/o","2020","2020",315,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","99","totale","2020","2020",1745,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","1","nubile/celibe","2020","2020",207,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","2","coniugata/o","2020","2020",2486,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","3","divorziata/o","2020","2020",48,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","4","vedova/o","2020","2020",153,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","99","totale","2020","2020",2894,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","1","nubile/celibe","2020","2020",201,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","2","coniugata/o","2020","2020",1934,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","3","divorziata/o","2020","2020",61,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","4","vedova/o","2020","2020",1015,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y72","72 anni","99","totale","2020","2020",3211,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","1","nubile/celibe","2020","2020",408,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","2","coniugata/o","2020","2020",4420,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","3","divorziata/o","2020","2020",109,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","4","vedova/o","2020","2020",1168,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","99","totale","2020","2020",6105,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","1","nubile/celibe","2020","2020",565,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","2","coniugata/o","2020","2020",8026,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","3","divorziata/o","2020","2020",150,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","4","vedova/o","2020","2020",603,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","99","totale","2020","2020",9344,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","1","nubile/celibe","2020","2020",728,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","2","coniugata/o","2020","2020",6006,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","3","divorziata/o","2020","2020",168,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","4","vedova/o","2020","2020",3485,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","99","totale","2020","2020",10387,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","1","nubile/celibe","2020","2020",1293,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","2","coniugata/o","2020","2020",14032,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","3","divorziata/o","2020","2020",318,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","4","vedova/o","2020","2020",4088,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2020","2020",19731,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","1","nubile/celibe","2020","2020",205,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","2","coniugata/o","2020","2020",2964,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","3","divorziata/o","2020","2020",55,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","4","vedova/o","2020","2020",230,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","99","totale","2020","2020",3454,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","1","nubile/celibe","2020","2020",252,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","2","coniugata/o","2020","2020",2266,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","3","divorziata/o","2020","2020",70,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","4","vedova/o","2020","2020",1218,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","99","totale","2020","2020",3806,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","1","nubile/celibe","2020","2020",457,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","2","coniugata/o","2020","2020",5230,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","3","divorziata/o","2020","2020",125,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","4","vedova/o","2020","2020",1448,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2020","2020",7260,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","1","nubile/celibe","2020","2020",33,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","2","coniugata/o","2020","2020",683,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","3","divorziata/o","2020","2020",13,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","4","vedova/o","2020","2020",49,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","99","totale","2020","2020",778,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","1","nubile/celibe","2020","2020",64,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","2","coniugata/o","2020","2020",506,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","3","divorziata/o","2020","2020",12,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","4","vedova/o","2020","2020",290,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","99","totale","2020","2020",872,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","1","nubile/celibe","2020","2020",97,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","2","coniugata/o","2020","2020",1189,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","3","divorziata/o","2020","2020",25,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","4","vedova/o","2020","2020",339,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2020","2020",1650,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","1","nubile/celibe","2020","2020",107,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","2","coniugata/o","2020","2020",1500,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","3","divorziata/o","2020","2020",29,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","4","vedova/o","2020","2020",115,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","99","totale","2020","2020",1751,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","1","nubile/celibe","2020","2020",150,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","2","coniugata/o","2020","2020",1144,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","3","divorziata/o","2020","2020",35,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","4","vedova/o","2020","2020",668,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","99","totale","2020","2020",1997,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","1","nubile/celibe","2020","2020",257,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","2","coniugata/o","2020","2020",2644,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","3","divorziata/o","2020","2020",64,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","4","vedova/o","2020","2020",783,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2020","2020",3748,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","1","nubile/celibe","2020","2020",46,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","2","coniugata/o","2020","2020",658,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","3","divorziata/o","2020","2020",15,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","4","vedova/o","2020","2020",45,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","99","totale","2020","2020",764,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","1","nubile/celibe","2020","2020",63,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","2","coniugata/o","2020","2020",502,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","3","divorziata/o","2020","2020",8,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","4","vedova/o","2020","2020",257,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y73","73 anni","99","totale","2020","2020",830,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","1","nubile/celibe","2020","2020",109,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","2","coniugata/o","2020","2020",1160,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","3","divorziata/o","2020","2020",23,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","4","vedova/o","2020","2020",302,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2020","2020",1594,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","1","nubile/celibe","2020","2020",174,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","2","coniugata/o","2020","2020",2221,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","3","divorziata/o","2020","2020",38,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","4","vedova/o","2020","2020",164,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","99","totale","2020","2020",2597,,
